run,F-measure,AUC,Matthews
1,0.4890573381677501,0.8063528726122348,0.4263806804539431
2,0.4925255285482678,0.7978314718101628,0.4347401975287869
3,0.5006524946452351,0.8061159699406796,0.4392585923734962
4,0.4879930400613513,0.8029255633473337,0.4224198400697519
5,0.4927889610151786,0.7946626468886758,0.4318896257100714
6,0.4938931305267622,0.7946128343294367,0.4327013535085024
7,0.5061304571830887,0.8003281685849037,0.4496902921144529
8,0.5096271275450841,0.8015670723403506,0.4554206429189113
9,0.4875077917598936,0.8063218561371883,0.42418258934151387
10,0.4930003217503217,0.8032866058263931,0.4273812046716359
11,0.5027748463473615,0.8013991629914863,0.4425094429383144
12,0.4723358017398265,0.8015999566121328,0.4091088981229521
13,0.5066393893365021,0.8017065741338453,0.4410637227732113
14,0.4807136934342817,0.7957154765150118,0.4231182934228744
15,0.4996353443206874,0.806292401391441,0.4415514442237235
16,0.4748747339691611,0.8017160288936106,0.4229475089435943
17,0.4836307968988234,0.8037753945483594,0.4206288312583249
18,0.5123471178029383,0.8025800788093882,0.458714319909294
19,0.4880431062048709,0.7972519996720501,0.4210897989620265
20,0.5010805095287855,0.8084406741708616,0.4396335359043463
21,0.496665036860329,0.8014648845475649,0.4278424981152224
22,0.5045028026827859,0.7988212622824781,0.44374093550983584
23,0.5141480639620174,0.8065533502415114,0.4524311821174574
24,0.4899923800594556,0.8025415017883702,0.4302374253777771
25,0.5042822279932719,0.8048318356383997,0.4502250527848579
26,0.5079615816970839,0.8020004527375164,0.44251919776891374
27,0.5078789553289068,0.8019873504094489,0.45423243387565904
28,0.4913083584162402,0.8028141161794782,0.4260762997602681
29,0.4921873790166473,0.7983592329578856,0.42925002628469455
30,0.5056583359173701,0.797121166967909,0.4392461611072071
31,0.4926458589616485,0.8003177008705815,0.4369695538466827
32,0.4917344989318577,0.8027890669171939,0.43204472771435387
33,0.4856996727021698,0.7992356691890101,0.4284879250078136
34,0.5077076162852614,0.8036042701233018,0.4494330389639739
35,0.4837312361757026,0.80165935678795,0.4227981093301628
36,0.4903765498001528,0.8039984614498789,0.43127052935125504
37,0.5124162200860493,0.8033581531609189,0.4485204617163968
38,0.4806336872566295,0.8062222521269621,0.42283819298375
39,0.4956712268948086,0.8001105878070505,0.4363607129724104
40,0.5079861125591676,0.8018923989988769,0.44558741418603576
41,0.4965758145574609,0.8076980020974055,0.4322894308845299
42,0.4822768891930884,0.8060447767114785,0.4207601543639906
43,0.5148532651628626,0.8053019305774018,0.4599188771951289
44,0.5027288448354068,0.7993153139408442,0.4366053272167199
45,0.5042305837565048,0.7999022864489755,0.450573130421284
46,0.512001879699248,0.8054790571368409,0.4566427184031541
47,0.4985995314104813,0.8088252659305306,0.4390458368284837
48,0.4908260595201065,0.8054195351279032,0.4265719857087138
49,0.4998730274792567,0.7937352580283756,0.4295644280523113
50,0.5137850816451222,0.79746019674912,0.4519654888053258
51,0.4878515427375593,0.8006128937035978,0.4338246194549365
52,0.508990378246745,0.8065290792469001,0.4545953963127655
53,0.4889117023327549,0.7982950318815601,0.4191000369348067
54,0.4927947543277959,0.801536674314266,0.4259081693547834
55,0.4939236659312157,0.8014308188711743,0.4304718302766986
56,0.5014250396679241,0.7994227682852781,0.4397086121924999
57,0.4954150906099051,0.7931983350258126,0.4335467522289964
58,0.4857326900407447,0.7992824118332387,0.4189177626266443
59,0.5061446448288555,0.8034672140772197,0.4389360209867131
