run,F-measure,AUC,Matthews
1,0.0,0.5327787814117964,-0.012302954277504923
2,0.0,0.5697128382723895,-0.009378979952288013
3,0.0,0.5643235147557463,-0.008160218650465751
4,0.0,0.5905720177484689,-0.008852971138846703
5,0.0,0.5788622818227249,-0.013583980509652649
6,0.0,0.5978237516064782,-0.005996558753779064
7,0.0,0.5288155853174621,-0.0034736673714593747
8,0.0,0.5305819230920553,-0.009931042359403144
9,0.0,0.5225765706662155,-0.008680243380214048
10,0.0,0.5651865458911872,-0.011046496342390357
11,0.028571428571428574,0.5789074953397141,0.021330204478590582
12,0.0,0.5422696936584901,-0.008348758170089537
13,0.0,0.55066308546524,-0.007699438645101955
14,0.0,0.5817373579355538,-0.009762911563534631
15,0.0,0.4642020676897634,-0.00864951082568067
16,0.0,0.5067997608161556,-0.013444042013516427
17,0.0,0.5662382612076706,-0.009803863987556736
18,0.0,0.6004004717017875,-0.015050790128805797
19,0.0,0.5230834235694968,-0.007181895375159458
20,0.0,0.597215335405531,-0.006804138174397717
21,0.0,0.573221187903366,-0.003268602252303068
22,0.0,0.5535785181169623,-0.014030637669612423
23,0.0,0.5620864778932775,-0.007342438259778153
24,0.0,0.5477252357101197,-0.009907358126601993
25,0.016666666666666666,0.5409113443007005,0.009835358535129984
26,0.03333333333333333,0.5425980256977003,0.028228854500934993
27,0.028571428571428567,0.5704495444226889,0.0328888097734161
28,0.022222222222222227,0.5766203771800041,0.010412880175032302
29,0.0,0.5457822292754005,-0.0069048900057531925
30,0.0,0.5657396216190353,-0.004593152121746253
31,0.0,0.5324717222702248,-0.01013816509041623
32,0.0,0.5863479066505382,-0.008432464475703758
33,0.0,0.5780922719753759,-0.008527599498569422
34,0.0,0.5836164185732782,-0.006745587236238535
35,0.0,0.4533041922864516,-0.01020149306676731
36,0.0,0.5435878781321686,-0.0056652829071115
37,0.0,0.5898226559734999,-0.011888996853992756
38,0.0,0.5604511071581747,-0.008679733884721371
39,0.02222222222222222,0.5605456893455738,0.013452354127324406
40,0.0,0.5260533474803961,-0.012508073327507512
41,0.025,0.5802929678859892,0.017311665619980564
42,0.0,0.5721499699016295,-0.009030045920813166
43,0.0,0.6137158027938618,-0.007225127745966732
44,0.0,0.6151702215908534,-0.0034736673714593747
45,0.0,0.5339023098819902,-0.01160836078388595
46,0.0,0.5753581897421559,-0.0059564111219217895
47,0.0,0.481657740804651,-0.010410582869131343
48,0.01666666666666667,0.534401278704873,0.01257235299583162
49,0.01818181818181818,0.5508699300037019,0.013034109331808088
50,0.0,0.5366758900511432,-0.005290798870927782
51,0.0,0.5346988683830789,-0.0091718336283393
52,0.0,0.5334243173600954,-0.00922524624775095
53,0.0,0.4739971869374792,-0.009679160480482823
54,0.0,0.5503656557082424,-0.0062292937028049
55,0.0,0.6400118002992474,-0.006715151900321403
56,0.0,0.5901633688059952,-0.011533652047727608
57,0.0,0.5474521453544287,-0.008386949859811355
58,0.0,0.5550818963729481,-0.009813420108401041
59,0.0,0.4661822478128613,-0.003006923896621318
60,0.0,0.5774344249585214,-0.008868753225233757
61,0.0,0.5543161782301705,-0.010890123378859544
62,0.0,0.5594818873523819,-0.0070656307141921705
63,0.0,0.5755821941394866,-0.008892885897177884
64,0.0,0.5401926247697765,-0.013097627201234871
65,0.0,0.5455512068341017,-0.013860061647637551
66,0.0,0.517447076470303,-0.00912477736489762
67,0.0,0.5497313250010305,-0.013857133810062636
68,0.0,0.5512406616242651,-0.010023165538633793
69,0.01818181818181818,0.5409762733247551,0.01560552131940069
70,0.0,0.6017205426857325,-0.007124344645201508
71,0.0,0.5381946616057507,-0.007692323368148062
72,0.0,0.5386063603960332,-0.006677361009833439
73,0.0,0.5618585300884401,-0.0055357787484152715
74,0.015384615384615384,0.5056225806455046,0.01725273798735044
75,0.0,0.5556150575558471,-0.011216338387368605
76,0.0,0.5840673527652882,-0.009458262138844657
77,0.01666666666666667,0.4943427709775602,0.011533748094463387
78,0.022222222222222227,0.5795044078231175,0.02358348504831592
79,0.0,0.5289909258219907,-0.008123805331154043
80,0.0,0.5360085271909618,-0.010500283543651723
81,0.0,0.5478854073843565,-0.012772270066606323
82,0.0,0.5621364016373731,-0.005963442530484545
83,0.0,0.5406762806122123,-0.006602289352964107
84,0.0,0.4703288018039525,-0.009911813902374509
85,0.0,0.5337620971693756,-0.01040582332496308
86,0.0,0.5919647423775591,-0.0061685076496408526
87,0.0,0.598416659852103,-0.006936915497671971
88,0.025,0.5215499916123391,0.025901992157492337
89,0.0,0.5759865607184995,-0.005653330718816245
90,0.0,0.5158284210525494,-0.008307804032542972
91,0.0,0.5636899423562759,-0.009923203957054044
92,0.0,0.5790616492112438,-0.011007725933720574
93,0.0,0.5509709487874044,-0.01440179351053322
94,0.0,0.4875763607771334,-0.0054873866480532755
95,0.0,0.5041150744016598,-0.010890123378859544
96,0.0,0.5389847956617186,-0.00859472627380484
97,0.0,0.544401536718379,-0.01239904903761063
98,0.0,0.5593717069190736,-0.013818573752086328
99,0.0,0.5321362940856611,-0.009917777371848771
100,0.0,0.5706619227223031,-0.011995395097491108
