run,F-measure,AUC,Matthews
1,0.6881715482134231,0.6637196241054449,0.179656011100852
2,0.6896551724137929,0.6648452328854829,0.17978289682968
3,0.690312213039486,0.665035568342328,0.179707997052553
4,0.689897389986915,0.6642087459952719,0.17800595556335502
5,0.6892686512311651,0.664799869497083,0.17787184849057602
6,0.6882848075065551,0.663550643503297,0.178580944508618
7,0.6749685768818959,0.663585903768015,0.17253513887539004
8,0.690517716174041,0.665272353083584,0.17919733318602105
9,0.6906263617806929,0.6642393392175561,0.17764728837923002
10,0.6899827882960411,0.664708938083345,0.17737890891610197
11,0.6892795587728371,0.6648506656661372,0.179538873258698
12,0.6890385455214101,0.666018429655478,0.17930656449652801
13,0.6744884419303019,0.6611157510886579,0.171254478397246
14,0.689476222186503,0.664373960617635,0.17759899506193103
15,0.690343909270398,0.6652775251171711,0.179975163231029
16,0.675113921696271,0.662401791927775,0.169092515852594
17,0.688936913739194,0.663973274891136,0.17980038937997098
18,0.688768824002759,0.664985435593025,0.17928346579572801
19,0.689599705868836,0.664131719991554,0.18043921102055102
20,0.689003791795933,0.664518239560965,0.178563031195281
21,0.67600269397803,0.661990742330527,0.168490395105768
22,0.6890547835075229,0.6646609309177249,0.17719219946478798
23,0.675366364270761,0.662683679310365,0.17171211543749698
24,0.68908142394227,0.6650459289124809,0.17899287254586702
25,0.686648250460405,0.6640851386833111,0.176062185473192
26,0.6897074358149999,0.6639885863549599,0.178650387512432
27,0.6887821911828901,0.6646418633759039,0.176692616022978
28,0.683433317951084,0.663848314334906,0.17251819226909199
29,0.688792865679875,0.6643989527288799,0.17835977585831303
30,0.690329241711598,0.664959846073943,0.17783244217006303
31,0.6849239280774551,0.6638456111469621,0.17465019805207802
32,0.688066222120028,0.6644804675428579,0.17718678715222
33,0.6895918039188659,0.6647623582260439,0.17924852450350798
34,0.689198814419962,0.664072230053216,0.17863272947491002
35,0.689509461693919,0.66539856786621,0.1781043037931
36,0.689319273094861,0.6649743686953751,0.178748918916923
37,0.675631659764553,0.662851610323054,0.173270448618612
38,0.690371865752105,0.6648739216640029,0.17751897933477695
39,0.689819809480087,0.664878605209415,0.177576119131863
40,0.6908023034390991,0.664628717102912,0.179354678873575
41,0.6900654645687379,0.6639188942750649,0.18077047687992004
42,0.6907547602661159,0.665700503067567,0.178953951170055
43,0.687873494529742,0.6635057818054549,0.17510702820291002
44,0.6893636572478751,0.6633720944739829,0.178673423031068
45,0.675692021400326,0.663378873897715,0.172849637430275
46,0.690487111274195,0.664524391871499,0.17692119671607998
47,0.690746995703224,0.664916364025138,0.18426714151616896
48,0.675930013709134,0.6620440172470129,0.1699718630717
49,0.6861199465265289,0.664231219751937,0.178400784895272
50,0.688888378397004,0.6641247557344581,0.17691335507911202
51,0.690098782448886,0.663801247839083,0.181275771711744
52,0.6896472533529301,0.6643498332624829,0.1785922626085
53,0.689887950036738,0.664898392281115,0.178824782507996
54,0.689084895259096,0.66480751367691,0.177221250844698
55,0.681650018497965,0.663457636014813,0.173439041766137
56,0.6890088434592859,0.663851073632978,0.17702955049137198
57,0.688449952861643,0.664186826738697,0.17862143611924303
58,0.6884092946286979,0.6642977762658411,0.176925069593098
59,0.689441279176622,0.664272414487868,0.17910326022724
60,0.6895220588235289,0.665268590404394,0.180009378506537
61,0.6904133483280159,0.6643625702615971,0.179214569656589
62,0.689954327419614,0.664733151253987,0.177587918273719
63,0.689587065362179,0.66408221435545,0.178534141080566
64,0.690231362467866,0.665578823303543,0.17880199378585998
65,0.689933872152829,0.6640535321781221,0.17898743901357397
66,0.69024435054198,0.6644012466429471,0.180706750808567
67,0.688978729269077,0.663395878567174,0.177000500385379
68,0.689525296833016,0.664823495161677,0.17823789643191
69,0.689042039972433,0.6647482580808721,0.177534895483273
70,0.688040478380865,0.664382835919687,0.17787241399534803
71,0.6879168391518331,0.66428389395999,0.177279931285414
72,0.686448878035295,0.663726849109607,0.17800419773961998
73,0.689306325155772,0.6639303968513579,0.18133962023054
74,0.689963951966569,0.665314537998247,0.17901650825657503
75,0.689403334711313,0.6646711561634511,0.17788353286873798
76,0.688121089436879,0.663721578058146,0.178778709881222
77,0.690079419730983,0.664236909979062,0.17841850862015898
78,0.690119176100484,0.665316567864652,0.17987616734687303
79,0.6893620931247559,0.664242154625756,0.17843528400757802
80,0.689055927177436,0.6640641501947471,0.179678336099495
81,0.68952372204106,0.664180644722801,0.17799977220649696
82,0.6894127377998349,0.664605853875945,0.1793123523604
83,0.690133725472175,0.6640177801246341,0.18201919426359303
84,0.6891926036522341,0.664412363049535,0.17768014638503302
85,0.6740359777524381,0.6627010371435711,0.16856783171263
86,0.6881809405599228,0.663448585781184,0.17635007191355198
87,0.690017915384262,0.6636443771228521,0.18036971161508802
88,0.68849972421401,0.6656214306944661,0.177012165109817
89,0.6901330885727399,0.6653080259227739,0.17752432911646102
90,0.685603704471629,0.6642574363842181,0.174943790718765
91,0.6896060967771551,0.664374241168276,0.17689639698555001
92,0.6889613670816299,0.663566364240997,0.17662875495754102
93,0.689211541995957,0.6642329426629351,0.178290030604344
94,0.6831287137869639,0.6638288771263571,0.178402038239158
95,0.681506849315069,0.6641570322605911,0.175442534652562
96,0.688950149322306,0.664025038134754,0.17720960189818805
97,0.6870696603339089,0.663740239626686,0.178717111421827
98,0.674779533238709,0.6625715382681441,0.17068969153975502
99,0.68989114958894,0.664311107372196,0.17930100281836603
100,0.6897581367572411,0.663925333737432,0.179527400963555
