run,F-measure,AUC,Matthews
1,0.8095659875996456,0.8550813727804443,0.61074076388808
2,0.8067078552515445,0.8516749940986702,0.6033770684411359
3,0.8066783831282952,0.8477670023867601,0.601459757015353
4,0.8066783831282952,0.8466064075327195,0.601459757015353
5,0.8060230292294065,0.8562845883494636,0.603497236900994
6,0.8038698328935796,0.8565796548377791,0.596042623770959
7,0.7907801418439715,0.840578854879744,0.5727480365781981
8,0.8052631578947368,0.848686626275343,0.5978074964187451
9,0.8091872791519434,0.8540420830382669,0.6088373255638845
10,0.8039041703637977,0.8474489862826868,0.5999475923368333
11,0.8045977011494253,0.8545977915912608,0.5998112112957777
12,0.8045977011494253,0.8471949012510819,0.5998112112957777
13,0.8028045574057845,0.8487030188580271,0.5923601394032482
14,0.7982378854625551,0.8499652477247095,0.5852159295803915
15,0.7985865724381624,0.8567583339890367,0.5871046081420939
16,0.8123893805309734,0.8556141317176804,0.6161407766205212
17,0.8070796460176992,0.8558108427098906,0.6052751657038921
18,0.8060230292294065,0.8525978965037899,0.603497236900994
19,0.8024691358024693,0.8459589005166942,0.5942959262378603
20,0.8049645390070923,0.8546289374983608,0.6017213850380051
21,0.8014121800529569,0.8539978230650196,0.5925102823499053
22,0.8042328042328042,0.8446163479948593,0.5979183426190284
23,0.8116197183098591,0.8513045217300076,0.6123645972670286
24,0.7957559681697614,0.8464719883547093,0.581701266312641
25,0.8017543859649123,0.8518667873160752,0.5905603114803448
26,0.7989417989417991,0.8441786660371915,0.5870510934755239
27,0.8045977011494253,0.8518487554751226,0.5998112112957777
28,0.8003549245785271,0.8523225011146957,0.5927044213477514
29,0.8073878627968337,0.8515504104702704,0.6032885254202733
30,0.7957746478873241,0.8539814304823353,0.5797597503081805
31,0.8063943161634103,0.8545682849424292,0.6054188696873134
32,0.7975243147656941,0.8491226689747423,0.5853232553092683
33,0.8039041703637977,0.8546600834054607,0.5999475923368333
34,0.8031774051191526,0.8494816665355259,0.5961325443803156
35,0.8067675868210151,0.8543191176856296,0.6073581475087055
36,0.7989371124889283,0.836918391166365,0.5890101829268218
37,0.8062827225130892,0.8506783250714717,0.5977672761409053
38,0.7953941541186892,0.8455376111417106,0.5817666559397358
39,0.7992926613616271,0.8495308442835786,0.5889452443058957
40,0.7992926613616271,0.8553338185537808,0.5889452443058957
41,0.8092280390417037,0.8536716106696042,0.6108123488204561
42,0.7947598253275109,0.8333284155585281,0.5742072147491959
43,0.7957746478873241,0.8424885907624519,0.5797597503081805
44,0.8024691358024693,0.8444655362341648,0.5942959262378603
45,0.8077601410934745,0.8539978230650196,0.6051631753813648
46,0.8039041703637977,0.8524749521336585,0.5999475923368333
47,0.8028169014084506,0.8461474152175623,0.5942507934010021
48,0.8007085916740478,0.8386396123482047,0.5926319464203649
49,0.8077260755048289,0.8530667243685577,0.6032561197925655
50,0.8007085916740478,0.8446392976106172,0.5926319464203649
51,0.7964444444444444,0.8460080782647468,0.5855417486875868
52,0.8017621145374451,0.8540765074619037,0.5924610948346513
53,0.7961335676625658,0.8468867206966192,0.5797208402927441
54,0.8046387154326493,0.8535126026175676,0.6038324361860035
55,0.8056537102473498,0.8550846512969812,0.6015930864232876
56,0.8053333333333332,0.8564157290109371,0.6036490235806762
57,0.7971656333038086,0.8520913656988486,0.5853884194332788
58,0.8049426301853487,0.8483063183570698,0.5997548064107258
59,0.7978628673196794,0.8463900254412883,0.5892512878568206
60,0.8049426301853487,0.8529945970047473,0.5997548064107258
61,0.7985803016858919,0.8480686259081491,0.5890828358532105
62,0.8056537102473498,0.8456835051275998,0.6015930864232876
63,0.7946902654867257,0.8377183492013534,0.5799220735650907
64,0.7957559681697614,0.8479768274451176,0.581701266312641
65,0.794300979519145,0.8450573084690639,0.5820085439960665
66,0.8042328042328042,0.8542666614210402,0.5979183426190284
67,0.8067078552515445,0.8600499645920214,0.6033770684411359
68,0.7975460122699387,0.8388182914994623,0.5814886487976777
69,0.7932862190812721,0.8514897579143389,0.5762382494311985
70,0.8007085916740478,0.8408034332625174,0.5926319464203649
71,0.8053097345132744,0.8566435859102474,0.601653295398349
72,0.8053097345132744,0.8567632517638419,0.601653295398349
73,0.8052631578947368,0.8559223122721431,0.5978074964187451
74,0.797513321492007,0.8478194586513494,0.5873112981758726
75,0.8021201413427562,0.8565976866787316,0.5943488472826907
76,0.8031774051191526,0.8478506045584494,0.5961325443803156
77,0.8084358523725835,0.8549780995095341,0.6050829098024546
78,0.8038869257950529,0.8444491436514806,0.5979709668529891
79,0.8010563380281691,0.849763618957694,0.5906280326277966
80,0.7904929577464788,0.8457212080677735,0.5688914679885645
81,0.8056537102473498,0.8501783512996041,0.6015930864232876
82,0.8024800708591674,0.8577369711752826,0.5962537099139079
83,0.8010610079575596,0.8573451884491305,0.5925672333025229
84,0.8137687555163283,0.8552403808324809,0.6178661165627768
85,0.797872340425532,0.8523044692737429,0.5872347108081015
86,0.8067375886524822,0.8579648280745928,0.6053430535954809
87,0.8053333333333332,0.8601696304456159,0.6036490235806762
88,0.7996485061511425,0.8492324992787263,0.5869671458669471
89,0.8010563380281691,0.8576156660634197,0.5906280326277966
90,0.8077945084145263,0.8544617331549821,0.6071190003945369
91,0.8031634446397188,0.8469850761927243,0.5942134514411501
92,0.8003518029903255,0.8456523592204999,0.5887967221216445
93,0.8,0.8463211765940147,0.5907876844817199
94,0.8059964726631392,0.8497505048915467,0.6015407590001967
95,0.8024911032028469,0.8514487764576284,0.5982597998900339
96,0.8010704727921499,0.8484046738531749,0.5965897635059579
97,0.8028169014084506,0.8486390877855587,0.5942507934010021
98,0.7957559681697614,0.844713064232696,0.581701266312641
99,0.8063380281690141,0.8531027880504629,0.6014963149474126
100,0.7932564330079858,0.8423213864190731,0.5782180793695877
