run,F-measure,AUC,Matthews
1,0.0,0.7397467397467398,-0.009661415552899462
2,0.0,0.7993762993762994,-0.009661415552899462
3,0.0,0.7858627858627859,-0.009661415552899462
4,0.0,0.7192402192402192,-0.006824692031281619
5,,0.7453222453222453,
6,0.0,0.7492912492912492,-0.009661415552899462
7,0.0,0.7709317709317709,-0.006824692031281619
8,,0.7886977886977887,
9,0.0,0.7964467964467965,-0.006824692031281619
10,0.0,0.7527877527877528,-0.006824692031281619
11,0.0,0.7590247590247591,-0.0118448619155179
12,0.0,0.7427707427707427,-0.006824692031281619
13,0.0,0.7938952938952939,-0.015323018501126372
14,0.0,0.8034398034398035,-0.006824692031281619
15,0.0,0.7662067662067662,-0.009661415552899462
16,0.0,0.7967302967302967,-0.0118448619155179
17,0.0,0.7892647892647893,-0.006824692031281619
18,0.0,0.739085239085239,-0.009661415552899462
19,0.0,0.792005292005292,-0.006824692031281619
20,0.0,0.7434322434322435,-0.006824692031281619
21,0.0,0.7881307881307882,-0.009661415552899462
22,0.0,0.7490077490077489,-0.009661415552899462
23,0.0,0.7868077868077868,-0.009661415552899462
24,0.0,0.8032508032508032,-0.006824692031281619
25,0.0,0.7662067662067662,-0.009661415552899462
26,,0.7477792477792478,
27,0.0,0.7554337554337555,-0.006824692031281619
28,,0.8144963144963145,
29,0.0,0.7835002835002834,-0.006824692031281619
30,0.10526315789473684,0.7916272916272916,0.08925751879320608
31,,0.7807597807597808,
32,,0.7703647703647704,
33,0.0,0.7135702135702136,-0.006824692031281619
34,,0.7172557172557172,
35,,0.7675297675297675,
36,,0.7578907578907579,
37,0.0,0.7944622944622944,-0.006824692031281619
38,0.0,0.7765072765072765,-0.009661415552899462
39,,0.7521262521262522,
40,,0.812039312039312,
41,0.0,0.7689472689472691,-0.009661415552899462
42,0.0,0.8049518049518051,-0.006824692031281619
43,0.0,0.7810432810432808,-0.009661415552899462
44,0.0,0.7611037611037611,-0.006824692031281619
45,0.0,0.7234927234927235,-0.006824692031281619
46,,0.7542997542997543,
47,0.0,0.6625401625401626,-0.009661415552899462
48,0.0,0.7628992628992629,-0.009661415552899462
49,0.0,0.8006048006048007,-0.006824692031281619
50,0.0,0.7497637497637497,-0.006824692031281619
51,,0.7745227745227745,
52,,0.7783972783972783,
53,0.0,0.7146097146097146,-0.006824692031281619
54,0.0,0.8037233037233037,-0.006824692031281619
55,0.0,0.7539217539217539,-0.006824692031281619
56,0.0,0.7560952560952561,-0.009661415552899462
57,0.0,0.7116802116802117,-0.006824692031281619
58,,0.7531657531657532,
59,0.0,0.7895482895482896,-0.006824692031281619
60,0.0,0.7541107541107541,-0.006824692031281619
61,0.0,0.6596106596106596,-0.006824692031281619
62,,0.7096957096957097,
63,0.0,0.754961254961255,-0.009661415552899462
64,0.0,0.7804762804762805,-0.006824692031281619
65,0.0,0.7393687393687394,-0.009661415552899462
66,0.0,0.7372897372897372,-0.006824692031281619
67,,0.7792477792477792,
68,0.0,0.7652617652617653,-0.006824692031281619
69,0.0,0.7719712719712719,-0.006824692031281619
70,0.0,0.7604422604422605,-0.009661415552899462
71,0.0,0.7602532602532602,-0.006824692031281619
72,0.0,0.7156492156492157,-0.006824692031281619
73,,0.7151767151767152,
74,,0.792950292950293,
75,0.0,0.8128898128898129,-0.006824692031281619
76,0.0,0.7514647514647514,-0.006824692031281619
77,,0.8041013041013041,
78,0.0,0.7198072198072198,-0.009661415552899462
79,0.0,0.7799092799092799,-0.009661415552899462
80,0.0,0.7594027594027594,-0.006824692031281619
81,0.0,0.7692307692307693,-0.0118448619155179
82,0.0,0.815913815913816,-0.009661415552899462
83,0.0,0.7532602532602533,-0.006824692031281619
84,0.0,0.7388017388017388,-0.0118448619155179
85,0.0,0.7462672462672463,-0.009661415552899462
86,0.0,0.7391797391797392,-0.006824692031281619
87,0.0,0.7616707616707616,-0.006824692031281619
88,,0.7595917595917596,
89,0.0,0.7661122661122661,-0.006824692031281619
90,0.0,0.7754677754677755,-0.006824692031281619
91,0.0,0.8181818181818182,-0.006824692031281619
92,,0.7529767529767529,
93,0.0,0.8052353052353053,-0.006824692031281619
94,,0.8075033075033075,
95,0.0,0.8031563031563032,-0.006824692031281619
96,0.0,0.7397467397467398,-0.006824692031281619
97,0.0,0.8060858060858059,-0.009661415552899462
98,0.0,0.7993762993762994,-0.009661415552899462
99,0.0,0.730958230958231,-0.009661415552899462
100,0.0,0.7902097902097902,-0.009661415552899462
