run,F-measure,AUC,Matthews
1,0.8995983935742972,0.9219568405614916,0.8534593921306284
2,0.9032258064516128,0.932926281763491,0.8593878943105591
3,0.923694779116466,0.9343778994941786,0.8889693554005759
4,0.9156626506024096,0.9411271736853132,0.87713270097726
5,0.9243027888446216,0.9501960432192992,0.8889088940510971
6,0.8971193415637858,0.918694441950256,0.8539182346162242
7,0.904,0.9335548172757476,0.8593987923024252
8,0.928,0.9524857082996618,0.8948278765680538
9,0.923694779116466,0.9346173415940858,0.8889693554005759
10,0.9365079365079364,0.9482954715512856,0.9065626274972488
11,0.8888888888888888,0.9098500493849332,0.8419077845679716
12,0.9076305220883534,0.9308610936517914,0.8652960465539442
13,0.9193548387096776,0.9346173415940858,0.8831162346765078
14,0.8995983935742972,0.9269851246595432,0.8534593921306284
15,0.9011857707509884,0.9246056687917154,0.8537793176006778
16,0.923694779116466,0.942234593397384,0.8889693554005759
17,0.9149797570850204,0.9308910239142796,0.8772681343722265
18,0.9112903225806452,0.9191733261500704,0.8712520644935333
19,0.9163346613545816,0.9320283738888392,0.8771256125037165
20,0.9019607843137256,0.927344287809404,0.8541171517793982
21,0.9142857142857144,0.934557481069109,0.8775356158227893
22,0.9156626506024096,0.9358594474873544,0.87713270097726
23,0.9068825910931176,0.9281973002903235,0.8653758823934541
24,0.9193548387096776,0.9357397264374008,0.8831162346765078
25,0.910569105691057,0.9175421268444524,0.8714246716644569
26,0.8959999999999999,0.9187692676064768,0.8475890975472157
27,0.9193548387096776,0.9266858220346592,0.8831162346765078
28,0.9163346613545816,0.941037382897848,0.8771256125037165
29,0.91869918699187,0.942084942084942,0.8833455817446956
30,0.9090909090909092,0.9288707311963126,0.8655113750886032
31,0.9163346613545816,0.9451527939900032,0.8771256125037165
32,0.905511811023622,0.9304121397144652,0.8597873347392394
33,0.9322709163346612,0.9462751788333184,0.9006921755984774
34,0.9076305220883534,0.9300529765646044,0.8652960465539442
35,0.9149797570850204,0.9235730747358656,0.8772681343722265
36,0.9285714285714286,0.9534434766992906,0.894805222026482
37,0.910569105691057,0.9197120708748616,0.8714246716644569
38,0.9076305220883534,0.9272844272844272,0.8652960465539442
39,0.9200000000000002,0.9381042171739846,0.8830181818128443
40,0.9076305220883534,0.9187692676064768,0.8652960465539442
41,0.9126984126984128,0.9341234922630272,0.8712904110849483
42,0.931726907630522,0.9444045374277932,0.9008060098238916
43,0.923694779116466,0.9283020562090328,0.8889693554005759
44,0.9032258064516128,0.9124689473526684,0.8593878943105591
45,0.9249011857707508,0.9461255275208764,0.8889754900644541
46,0.9156626506024096,0.9255035766663674,0.87713270097726
